// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> Returning to the dorm, we changed to our jerseys.

//<0001> ジャージに着替えて、トレーニングの準備をする。
<0001> Having changed into our jerseys, we started the preparation for the training.

//<0002> nothing
//<3689> nothing
<3689> nothing

//<3690> nothing
<3690> nothing

//<3691> nothing
<3691> nothing

//<3692> nothing
<3692> nothing

//<3693> そう言って、Hinataは生卵を絡ませたすき焼きの肉を美味しそうに食らう。実に美味しそうで交換してほしいと熱望するほどだ…。
<3693> そう言って、Hinataは生卵を絡ませたすき焼きの肉を美味しそうに食らう。実に美味しそうで交換してほしいと熱望するほどだ…。

//<3694> nothing
<3694> nothing

//<3695> nothing
<3695> nothing

//<3696> nothing
<3696> nothing

//<3697> nothing
<3697> nothing

//<3698> nothing
<3698> nothing

//<3699> Hinata
<3699> Hinata

//<3700> 男Ｂ
<3700> 男Ｂ

//<3701> Super Horny Squad Leader
<3701> Super Horny Squad Leader

//<3702> Handsome-chin
<3702> Handsome-chin

//<3703> Homota
<3703> Homota

//<3704> Hina-chin
<3704> Hina-chin

//<3705> Hideki
<3705> Hideki

//<3706> 男子生徒
<3706> 男子生徒

//<3707> ？？
<3707> ？？

//<3708> 「ん?　どうした?」
<3708> 「ん?　どうした?」

//<3709> Otonashi
<3709> Otonashi

//<3710> クソ坊主
<3710> クソ坊主

//<3711> 代理人
<3711> 代理人

//<3712> 微妙すぎるイケメン
<3712> 微妙すぎるイケメン

//<3713> ロリコン
<3713> ロリコン

//<3714> メガネ仲間
<3714> メガネ仲間

//<3715> 暗算日本記録保持者
<3715> 暗算日本記録保持者

//<3716> 通り魔
<3716> 通り魔

//<3717> 記憶ナシ男
<3717> 記憶ナシ男

//<3718> 音速
<3718> 音速

//<3719> 無限
<3719> 無限

//<3720> Horny Samurai
<3720> Horny Samurai

//<3721> Super Horny Squad Member 1
<3721> Super Horny Squad Member 1

//<3722> Horny Boy
<3722> Horny Boy

//<3723> Ugly Yuri
<3723> Ugly Yuri

//<3724> Depussy
<3724> Depussy

//<3725> Perverted American Dog
<3725> Perverted American Dog

//<3726> Zeus
<3726> Zeus

//<3727> Hinata mark II
<3727> Hinata mark II

//<3728> Dung Beetle
<3728> Dung Beetle

//<3729> Mass Produced Hinata
<3729> Mass Produced Hinata

//<3730> ？？
<3730> ？？

//<3731> 「いや…」
<3731> 「いや…」

//<3732> nothing
<3732> nothing

//<3733> nothing
<3733> nothing

//<3734> nothing
<3734> nothing

//<3735> nothing
<3735> nothing

//<3736> nothing
<3736> nothing

//<3737> Hinataがランダムにポケットから取り出した食券だ。明日には俺が食べられるかもしれない。
<3737> Hinataがランダムにポケットから取り出した食券だ。明日には俺が食べられるかもしれない。

//<3738> なので、今は黙ったままでおく。
<3738> なので、今は黙ったままでおく。

//<3739> Otonashi
<3739> Otonashi

//<3740> クソ坊主
<3740> クソ坊主

//<3741> 代理人
<3741> 代理人

//<3742> 微妙すぎるイケメン
<3742> 微妙すぎるイケメン

//<3743> ロリコン
<3743> ロリコン

//<3744> メガネ仲間
<3744> メガネ仲間

//<3745> 暗算日本記録保持者
<3745> 暗算日本記録保持者

//<3746> 通り魔
<3746> 通り魔

//<3747> 記憶ナシ男
<3747> 記憶ナシ男

//<3748> 音速
<3748> 音速

//<3749> 無限
<3749> 無限

//<3750> Horny Samurai
<3750> Horny Samurai

//<3751> Super Horny Squad Member 1
<3751> Super Horny Squad Member 1

//<3752> Horny Boy
<3752> Horny Boy

//<3753> Ugly Yuri
<3753> Ugly Yuri

//<3754> Depussy
<3754> Depussy

//<3755> Perverted American Dog
<3755> Perverted American Dog

//<3756> Zeus
<3756> Zeus

//<3757> Hinata mark II
<3757> Hinata mark II

//<3758> Dung Beetle
<3758> Dung Beetle

//<3759> Mass Produced Hinata
<3759> Mass Produced Hinata

//<3760> ？？
<3760> ？？

//<3761> 「またトムヤムカレーかよ…」
<3761> 「またトムヤムカレーかよ…」

//<3762> nothing
<3762> nothing

//<3763> nothing
<3763> nothing

//<3764> nothing
<3764> nothing

//<3765> nothing
<3765> nothing

//<3766> nothing
<3766> nothing

//<3767> Hinata
<3767> Hinata

//<3768> 男Ｂ
<3768> 男Ｂ

//<3769> Super Horny Squad Leader
<3769> Super Horny Squad Leader

//<3770> Handsome-chin
<3770> Handsome-chin

//<3771> Homota
<3771> Homota

//<3772> Hina-chin
<3772> Hina-chin

//<3773> Hideki
<3773> Hideki

//<3774> 男子生徒
<3774> 男子生徒

//<3775> ？？
<3775> ？？

//<3776> 「健康にはいいかもしれないぜ?」
<3776> 「健康にはいいかもしれないぜ?」

//<3777> Otonashi
<3777> Otonashi

//<3778> クソ坊主
<3778> クソ坊主

//<3779> 代理人
<3779> 代理人

//<3780> 微妙すぎるイケメン
<3780> 微妙すぎるイケメン

//<3781> ロリコン
<3781> ロリコン

//<3782> メガネ仲間
<3782> メガネ仲間

//<3783> 暗算日本記録保持者
<3783> 暗算日本記録保持者

//<3784> 通り魔
<3784> 通り魔

//<3785> 記憶ナシ男
<3785> 記憶ナシ男

//<3786> 音速
<3786> 音速

//<3787> 無限
<3787> 無限

//<3788> Horny Samurai
<3788> Horny Samurai

//<3789> Super Horny Squad Member 1
<3789> Super Horny Squad Member 1

//<3790> Horny Boy
<3790> Horny Boy

//<3791> Ugly Yuri
<3791> Ugly Yuri

//<3792> Depussy
<3792> Depussy

//<3793> Perverted American Dog
<3793> Perverted American Dog

//<3794> Zeus
<3794> Zeus

//<3795> Hinata mark II
<3795> Hinata mark II

//<3796> Dung Beetle
<3796> Dung Beetle

//<3797> Mass Produced Hinata
<3797> Mass Produced Hinata

//<3798> ？？
<3798> ？？

//<3799> 「確かにな…」
<3799> 「確かにな…」

//<3800> Otonashi
<3800> Otonashi

//<3801> クソ坊主
<3801> クソ坊主

//<3802> 代理人
<3802> 代理人

//<3803> 微妙すぎるイケメン
<3803> 微妙すぎるイケメン

//<3804> ロリコン
<3804> ロリコン

//<3805> メガネ仲間
<3805> メガネ仲間

//<3806> 暗算日本記録保持者
<3806> 暗算日本記録保持者

//<3807> 通り魔
<3807> 通り魔

//<3808> 記憶ナシ男
<3808> 記憶ナシ男

//<3809> 音速
<3809> 音速

//<3810> 無限
<3810> 無限

//<3811> Horny Samurai
<3811> Horny Samurai

//<3812> Super Horny Squad Member 1
<3812> Super Horny Squad Member 1

//<3813> Horny Boy
<3813> Horny Boy

//<3814> Ugly Yuri
<3814> Ugly Yuri

//<3815> Depussy
<3815> Depussy

//<3816> Perverted American Dog
<3816> Perverted American Dog

//<3817> Zeus
<3817> Zeus

//<3818> Hinata mark II
<3818> Hinata mark II

//<3819> Dung Beetle
<3819> Dung Beetle

//<3820> Mass Produced Hinata
<3820> Mass Produced Hinata

//<3821> ？？
<3821> ？？

//<3822> 「使われているハーブやスパイスは健胃・鎮痛効果があるし、高い抗酸化作用も注目されている」
<3822> 「使われているハーブやスパイスは健胃・鎮痛効果があるし、高い抗酸化作用も注目されている」

//<3823> nothing
<3823> nothing

//<3824> nothing
<3824> nothing

//<3825> nothing
<3825> nothing

//<3826> nothing
<3826> nothing

//<3827> nothing
<3827> nothing

//<3828> Otonashi
<3828> Otonashi

//<3829> クソ坊主
<3829> クソ坊主

//<3830> 代理人
<3830> 代理人

//<3831> 微妙すぎるイケメン
<3831> 微妙すぎるイケメン

//<3832> ロリコン
<3832> ロリコン

//<3833> メガネ仲間
<3833> メガネ仲間

//<3834> 暗算日本記録保持者
<3834> 暗算日本記録保持者

//<3835> 通り魔
<3835> 通り魔

//<3836> 記憶ナシ男
<3836> 記憶ナシ男

//<3837> 音速
<3837> 音速

//<3838> 無限
<3838> 無限

//<3839> Horny Samurai
<3839> Horny Samurai

//<3840> Super Horny Squad Member 1
<3840> Super Horny Squad Member 1

//<3841> Horny Boy
<3841> Horny Boy

//<3842> Ugly Yuri
<3842> Ugly Yuri

//<3843> Depussy
<3843> Depussy

//<3844> Perverted American Dog
<3844> Perverted American Dog

//<3845> Zeus
<3845> Zeus

//<3846> Hinata mark II
<3846> Hinata mark II

//<3847> Dung Beetle
<3847> Dung Beetle

//<3848> Mass Produced Hinata
<3848> Mass Produced Hinata

//<3849> ？？
<3849> ？？

//<3850> 「いってみれば漢方薬をすりつぶしてスープにしているようなものだしな」
<3850> 「いってみれば漢方薬をすりつぶしてスープにしているようなものだしな」

//<3851> Otonashi
<3851> Otonashi

//<3852> クソ坊主
<3852> クソ坊主

//<3853> 代理人
<3853> 代理人

//<3854> 微妙すぎるイケメン
<3854> 微妙すぎるイケメン

//<3855> ロリコン
<3855> ロリコン

//<3856> メガネ仲間
<3856> メガネ仲間

//<3857> 暗算日本記録保持者
<3857> 暗算日本記録保持者

//<3858> 通り魔
<3858> 通り魔

//<3859> 記憶ナシ男
<3859> 記憶ナシ男

//<3860> 音速
<3860> 音速

//<3861> 無限
<3861> 無限

//<3862> Horny Samurai
<3862> Horny Samurai

//<3863> Super Horny Squad Member 1
<3863> Super Horny Squad Member 1

//<3864> Horny Boy
<3864> Horny Boy

//<3865> Ugly Yuri
<3865> Ugly Yuri

//<3866> Depussy
<3866> Depussy

//<3867> Perverted American Dog
<3867> Perverted American Dog

//<3868> Zeus
<3868> Zeus

//<3869> Hinata mark II
<3869> Hinata mark II

//<3870> Dung Beetle
<3870> Dung Beetle

//<3871> Mass Produced Hinata
<3871> Mass Produced Hinata

//<3872> ？？
<3872> ？？

//<3873> 「そもそも、俺たちが病院で処方されているような薬だって、ハーブ、薬草の類が原料で、成分を抽出して錠剤にしているものもあり…」
<3873> 「そもそも、俺たちが病院で処方されているような薬だって、ハーブ、薬草の類が原料で、成分を抽出して錠剤にしているものもあり…」

//<3874> Hinata
<3874> Hinata

//<3875> 男Ｂ
<3875> 男Ｂ

//<3876> Super Horny Squad Leader
<3876> Super Horny Squad Leader

//<3877> Handsome-chin
<3877> Handsome-chin

//<3878> Homota
<3878> Homota

//<3879> Hina-chin
<3879> Hina-chin

//<3880> Hideki
<3880> Hideki

//<3881> 男子生徒
<3881> 男子生徒

//<3882> ？？
<3882> ？？

//<3883> 「………」
<3883> 「………」

//<3884> Otonashi
<3884> Otonashi

//<3885> クソ坊主
<3885> クソ坊主

//<3886> 代理人
<3886> 代理人

//<3887> 微妙すぎるイケメン
<3887> 微妙すぎるイケメン

//<3888> ロリコン
<3888> ロリコン

//<3889> メガネ仲間
<3889> メガネ仲間

//<3890> 暗算日本記録保持者
<3890> 暗算日本記録保持者

//<3891> 通り魔
<3891> 通り魔

//<3892> 記憶ナシ男
<3892> 記憶ナシ男

//<3893> 音速
<3893> 音速

//<3894> 無限
<3894> 無限

//<3895> Horny Samurai
<3895> Horny Samurai

//<3896> Super Horny Squad Member 1
<3896> Super Horny Squad Member 1

//<3897> Horny Boy
<3897> Horny Boy

//<3898> Ugly Yuri
<3898> Ugly Yuri

//<3899> Depussy
<3899> Depussy

//<3900> Perverted American Dog
<3900> Perverted American Dog

//<3901> Zeus
<3901> Zeus

//<3902> Hinata mark II
<3902> Hinata mark II

//<3903> Dung Beetle
<3903> Dung Beetle

//<3904> Mass Produced Hinata
<3904> Mass Produced Hinata

//<3905> ？？
<3905> ？？

//<3906> 「え、あれ?　俺、何を言ってんだ?」
<3906> 「え、あれ?　俺、何を言ってんだ?」

//<3907> nothing
<3907> nothing

//<3908> nothing
<3908> nothing

//<3909> nothing
<3909> nothing

//<3910> nothing
<3910> nothing

//<3911> nothing
<3911> nothing

//<3912> Hinata
<3912> Hinata

//<3913> 男Ｂ
<3913> 男Ｂ

//<3914> Super Horny Squad Leader
<3914> Super Horny Squad Leader

//<3915> Handsome-chin
<3915> Handsome-chin

//<3916> Homota
<3916> Homota

//<3917> Hina-chin
<3917> Hina-chin

//<3918> Hideki
<3918> Hideki

//<3919> 男子生徒
<3919> 男子生徒

//<3920> ？？
<3920> ？？

//<3921> 「記憶が戻ったのか?」
<3921> 「記憶が戻ったのか?」

//<3922> Otonashi
<3922> Otonashi

//<3923> クソ坊主
<3923> クソ坊主

//<3924> 代理人
<3924> 代理人

//<3925> 微妙すぎるイケメン
<3925> 微妙すぎるイケメン

//<3926> ロリコン
<3926> ロリコン

//<3927> メガネ仲間
<3927> メガネ仲間

//<3928> 暗算日本記録保持者
<3928> 暗算日本記録保持者

//<3929> 通り魔
<3929> 通り魔

//<3930> 記憶ナシ男
<3930> 記憶ナシ男

//<3931> 音速
<3931> 音速

//<3932> 無限
<3932> 無限

//<3933> Horny Samurai
<3933> Horny Samurai

//<3934> Super Horny Squad Member 1
<3934> Super Horny Squad Member 1

//<3935> Horny Boy
<3935> Horny Boy

//<3936> Ugly Yuri
<3936> Ugly Yuri

//<3937> Depussy
<3937> Depussy

//<3938> Perverted American Dog
<3938> Perverted American Dog

//<3939> Zeus
<3939> Zeus

//<3940> Hinata mark II
<3940> Hinata mark II

//<3941> Dung Beetle
<3941> Dung Beetle

//<3942> Mass Produced Hinata
<3942> Mass Produced Hinata

//<3943> ？？
<3943> ？？

//<3944> 「いや…そういうわけではない感じだ…」
<3944> 「いや…そういうわけではない感じだ…」

//<3945> nothing
<3945> nothing

//<3946> nothing
<3946> nothing

//<3947> nothing
<3947> nothing

//<3948> nothing
<3948> nothing

//<3949> nothing
<3949> nothing

//<3950> Hinata
<3950> Hinata

//<3951> 男Ｂ
<3951> 男Ｂ

//<3952> Super Horny Squad Leader
<3952> Super Horny Squad Leader

//<3953> Handsome-chin
<3953> Handsome-chin

//<3954> Homota
<3954> Homota

//<3955> Hina-chin
<3955> Hina-chin

//<3956> Hideki
<3956> Hideki

//<3957> 男子生徒
<3957> 男子生徒

//<3958> ？？
<3958> ？？

//<3959> 「お前、生前は薬屋の息子とかだったのかもなー」
<3959> 「お前、生前は薬屋の息子とかだったのかもなー」

//<3960> Otonashi
<3960> Otonashi

//<3961> クソ坊主
<3961> クソ坊主

//<3962> 代理人
<3962> 代理人

//<3963> 微妙すぎるイケメン
<3963> 微妙すぎるイケメン

//<3964> ロリコン
<3964> ロリコン

//<3965> メガネ仲間
<3965> メガネ仲間

//<3966> 暗算日本記録保持者
<3966> 暗算日本記録保持者

//<3967> 通り魔
<3967> 通り魔

//<3968> 記憶ナシ男
<3968> 記憶ナシ男

//<3969> 音速
<3969> 音速

//<3970> 無限
<3970> 無限

//<3971> Horny Samurai
<3971> Horny Samurai

//<3972> Super Horny Squad Member 1
<3972> Super Horny Squad Member 1

//<3973> Horny Boy
<3973> Horny Boy

//<3974> Ugly Yuri
<3974> Ugly Yuri

//<3975> Depussy
<3975> Depussy

//<3976> Perverted American Dog
<3976> Perverted American Dog

//<3977> Zeus
<3977> Zeus

//<3978> Hinata mark II
<3978> Hinata mark II

//<3979> Dung Beetle
<3979> Dung Beetle

//<3980> Mass Produced Hinata
<3980> Mass Produced Hinata

//<3981> ？？
<3981> ？？

//<3982> 「わかんねぇけど…とりあえずこればっかり食い続けたくないな…」
<3982> 「わかんねぇけど…とりあえずこればっかり食い続けたくないな…」

//<3983> この臭さには慣れる気がしない…。
<3983> この臭さには慣れる気がしない…。

//<3984> nothing
<3984> nothing

//<3985> nothing
<3985> nothing

//<3986> nothing
<3986> nothing

//<3987> nothing
<3987> nothing

//<3988> nothing
<3988> nothing

//<3989> Hinata
<3989> Hinata

//<3990> 男Ｂ
<3990> 男Ｂ

//<3991> Super Horny Squad Leader
<3991> Super Horny Squad Leader

//<3992> Handsome-chin
<3992> Handsome-chin

//<3993> Homota
<3993> Homota

//<3994> Hina-chin
<3994> Hina-chin

//<3995> Hideki
<3995> Hideki

//<3996> 男子生徒
<3996> 男子生徒

//<3997> ？？
<3997> ？？

//<3998> 「おっと、そろそろ定例会議の時間だな。本部まで行くぞ」
<3998> 「おっと、そろそろ定例会議の時間だな。本部まで行くぞ」

//<3999> Otonashi
<3999> Otonashi

//<4000> クソ坊主
<4000> クソ坊主

//<4001> 代理人
<4001> 代理人

//<4002> 微妙すぎるイケメン
<4002> 微妙すぎるイケメン

//<4003> ロリコン
<4003> ロリコン

//<4004> メガネ仲間
<4004> メガネ仲間

//<4005> 暗算日本記録保持者
<4005> 暗算日本記録保持者

//<4006> 通り魔
<4006> 通り魔

//<4007> 記憶ナシ男
<4007> 記憶ナシ男

//<4008> 音速
<4008> 音速

//<4009> 無限
<4009> 無限

//<4010> Horny Samurai
<4010> Horny Samurai

//<4011> Super Horny Squad Member 1
<4011> Super Horny Squad Member 1

//<4012> Horny Boy
<4012> Horny Boy

//<4013> Ugly Yuri
<4013> Ugly Yuri

//<4014> Depussy
<4014> Depussy

//<4015> Perverted American Dog
<4015> Perverted American Dog

//<4016> Zeus
<4016> Zeus

//<4017> Hinata mark II
<4017> Hinata mark II

//<4018> Dung Beetle
<4018> Dung Beetle

//<4019> Mass Produced Hinata
<4019> Mass Produced Hinata

//<4020> ？？
<4020> ？？

//<4021> 「ああ」
<4021> 「ああ」

//<4022> dummy
<4022> dummy

//<4023> bg_kuro
<4023> bg_kuro

//<4024> ep99_bg001
<4024> ep99_bg001

//<4025> bg_kuro
<4025> bg_kuro

//<4026> ep04_bg033
<4026> ep04_bg033

//<4027> hn0101
<4027> hn0101

//<4028> bg_kuro
<4028> bg_kuro

//<4029> hn0102
<4029> hn0102

//<4030> hn0101
<4030> hn0101

//<4031> hn0103
<4031> hn0103

//<4032> hn0305
<4032> hn0305

//<4033> m120
<4033> m120
{5512} 0a // 4033

//<4034> hn0101
<4034> hn0101

//<4035> bs3_hn0108
<4035> bs3_hn0108

//<4036> hn0108
<4036> hn0108

//<4037> hn0108
<4037> hn0108

//<4038> hn0306
<4038> hn0306

//<4039> hn0101
<4039> hn0101

//<4040> ep04_bg047
<4040> ep04_bg047

//<4041> hn0102
<4041> hn0102

//<4042> ep04_bg033
<4042> ep04_bg033

//<4043> hn0101
<4043> hn0101

//<4044> hn0101
<4044> hn0101

//<4045> hn0102
<4045> hn0102

//<4046> bs3_hn010600d3
<4046> bs3_hn010600d3

//<4047> hn999900d5
<4047> hn999900d5

//<4048> hn060600u4
<4048> hn060600u4

//<4049> hn0305
<4049> hn0305

//<4050> hn0305
<4050> hn0305

//<4051> hn0101
<4051> hn0101

//<4052> bg_kuro
<4052> bg_kuro

//<4053> hn0104
<4053> hn0104

//<4054> bg_kuro
<4054> bg_kuro

//<4055> hn0101
<4055> hn0101

//<4056> hn0102
<4056> hn0102

//<4057> hn0103
<4057> hn0103

//<4058> hn0104
<4058> hn0104

//<4059> hn0105
<4059> hn0105

//<4060> hn0110_02
<4060> hn0110_02

//<4061> hn0102
<4061> hn0102

//<4062> hn0104
<4062> hn0104

//<4063> hn0101
<4063> hn0101

//<4064> hn0103
<4064> hn0103

//<4065> hn0102
<4065> hn0102

//<4066> hn0103
<4066> hn0103

//<4067> hn0101
<4067> hn0101

//<4068> bg_kuro
<4068> bg_kuro

//<4069> ep99_bg001
<4069> ep99_bg001

//<4070> bg_kuro
<4070> bg_kuro

//<4071> ep88_bg020
<4071> ep88_bg020

//<4072> hn0402
<4072> hn0402

//<4073> hn0401_06
<4073> hn0401_06

//<4074> hn0404
<4074> hn0404

//<4075> bg_kuro
<4075> bg_kuro

//<4076> ep05_bg047
<4076> ep05_bg047

//<4077> m119
<4077> m119

//<4078> hn0101
<4078> hn0101

//<4079> hn0408
<4079> hn0408

//<4080> hn0405
<4080> hn0405

//<4081> hn0405_07
<4081> hn0405_07

//<4082> hn0302
<4082> hn0302

//<4083> hn0402
<4083> hn0402

//<4084> hn0408
<4084> hn0408

//<4085> hn0402
<4085> hn0402

//<4086> hn0101
<4086> hn0101

//<4087> hn0302
<4087> hn0302

//<4088> ep06_bg015
<4088> ep06_bg015

//<4089> m106
<4089> m106

//<4090> hn0101
<4090> hn0101

//<4091> hn0101_07
<4091> hn0101_07

//<4092> hn0102
<4092> hn0102

//<4093> hn0107
<4093> hn0107

//<4094> hn0114
<4094> hn0114

//<4095> hn0402
<4095> hn0402

//<4096> hn0404
<4096> hn0404

//<4097> hn0114
<4097> hn0114

//<4098> hn0408
<4098> hn0408

//<4099> hn0403
<4099> hn0403

//<4100> hn0404
<4100> hn0404

//<4101> hn0408
<4101> hn0408

//<4102> hn0101
<4102> hn0101

//<4103> hn0108
<4103> hn0108

//<4104> hn0102
<4104> hn0102

//<4105> bg_kuro
<4105> bg_kuro

//<4106> bg_kuro
<4106> bg_kuro

//<4107> ep03_bg013
<4107> ep03_bg013

//<4108> kn0901
<4108> kn0901

//<4109> kn0901
<4109> kn0901

//<4110> m114
<4110> m114

//<4111> hn0105
<4111> hn0105

//<4112> bg_kuro
<4112> bg_kuro
