// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<12258> Even if I try to help Yuri, I will end up bothering her.

//<12259> Otonashi
<12259> Otonashi

//<12260> クソ坊主
<12260> クソ坊主

//<12261> 代理人
<12261> 代理人

//<12262> 微妙すぎるイケメン
<12262> 微妙すぎるイケメン

//<12263> ロリコン
<12263> ロリコン

//<12264> メガネ仲間
<12264> メガネ仲間

//<12265> 暗算日本記録保持者
<12265> 暗算日本記録保持者

//<12266> 通り魔
<12266> 通り魔

//<12267> 記憶ナシ男
<12267> 記憶ナシ男

//<12268> 音速
<12268> 音速

//<12269> 無限
<12269> 無限

//<12270> エロ侍
<12270> エロ侍

//<12271> エロエロ団ナンバー１
<12271> エロエロ団ナンバー１

//<12272> ただのエロ少年
<12272> ただのエロ少年

//<12273> ユリブサイク
<12273> ユリブサイク

//<12274> ドピュッシー
<12274> ドピュッシー

//<12275> アメリカンエロドッグ
<12275> アメリカンエロドッグ

//<12276> ゼウス
<12276> ゼウス

//<12277> HinatamarkⅡ
<12277> HinatamarkⅡ

//<12278> 糞虫
<12278> 糞虫

//<12279> 量産型Hinata
<12279> 量産型Hinata

//<12280> ？？
<12280> ？？

//<12281> (銃で応戦して,Yuriに当たったら,おおごとだしな…)
<12281> (If I shoot and accidentally hit Yuri, that'll only make things worse…)

//<12282> ただふたりの戦いを見届けることにした.
<12282> I'll just let those two fight on their own.

//<12283> se_cannon_wheel
<12283> se_cannon_wheel

//<12284> nothing
<12284> nothing

//<12285> nothing
<12285> nothing

//<12286> nothing
<12286> nothing

//<12287> nothing
<12287> nothing

//<12288> nothing
<12288> nothing

//<12289> nothing
<12289> nothing

//<12290> いきなり,ものすごい轟音が後ろから聞こえてきた.
<12290> All of a sudden, a huge sound rang from behind us.

//<12291> と,同時に.
<12291> And, at that time,

//<12292> Guild Member A
<12292> Guild Member A

//<12293> 「ふたりともどけえぇぇーー!」
<12293> 「GET OUT OF THE WAY!!!」

//<12294> 怒Voiceが響き渡る.
<12294> A loud voice echoed across the Guild.

//<12295> nothing
<12295> nothing

//<12296> 
<12296> 

//<12297> 
<12297> 

//<12298> nothing
<12298> nothing

//<12299> 振り返ると,ギルド員たちが,大砲のようなものをこちらに向けていた.
<12299> When I looked back, the Guild members were pointing something that looked like a cannon towards us.

//<12300> その大きさから考えると,今まででもっとも強力な武器に違いない.
<12300> Seeing how it's the biggest weapon, it must be the strongest one as well.

//<12301> Yuri
<12301> Yuri

//<12302> 女生徒
<12302> 女生徒

//<12303> ？？
<12303> ？？

//<12304> 「あんたたち,やればできるんじゃない!　そんなの簡単には作れないわよ!」
<12304> 「You guys can be amazing when you guys want to be! Making something like that is no easy job!」

//<12305> Yuri
<12305> Yuri

//<12306> 女生徒
<12306> 女生徒

//<12307> ？？
<12307> ？？

//<12308> 「Otonashiくん,こっちよ!」
<12308> 「Otonashi-kun, here!」

//<12309> Otonashi
<12309> Otonashi

//<12310> クソ坊主
<12310> クソ坊主

//<12311> 代理人
<12311> 代理人

//<12312> 微妙すぎるイケメン
<12312> 微妙すぎるイケメン

//<12313> ロリコン
<12313> ロリコン

//<12314> メガネ仲間
<12314> メガネ仲間

//<12315> 暗算日本記録保持者
<12315> 暗算日本記録保持者

//<12316> 通り魔
<12316> 通り魔

//<12317> 記憶ナシ男
<12317> 記憶ナシ男

//<12318> 音速
<12318> 音速

//<12319> 無限
<12319> 無限

//<12320> エロ侍
<12320> エロ侍

//<12321> エロエロ団ナンバー１
<12321> エロエロ団ナンバー１

//<12322> ただのエロ少年
<12322> ただのエロ少年

//<12323> ユリブサイク
<12323> ユリブサイク

//<12324> ドピュッシー
<12324> ドピュッシー

//<12325> アメリカンエロドッグ
<12325> アメリカンエロドッグ

//<12326> ゼウス
<12326> ゼウス

//<12327> HinatamarkⅡ
<12327> HinatamarkⅡ

//<12328> 糞虫
<12328> 糞虫

//<12329> 量産型Hinata
<12329> 量産型Hinata

//<12330> ？？
<12330> ？？

//<12331> 「いやいや,待て!　あんな物騒なものでTenshiを撃つってかよ!」
<12331> 「No, wait! Are they planning to shoot Tenshi with something like that?」

//<12332> Yuri
<12332> Yuri

//<12333> 女生徒
<12333> 女生徒

//<12334> ？？
<12334> ？？

//<12335> 「何Tenshi相手に躊躇してるのよ!　我らが戦線の敵よ!?」
<12335> 「Why are you hesitating against Tenshi!? She's our biggest enemy!」

//<12336> Otonashi
<12336> Otonashi

//<12337> クソ坊主
<12337> クソ坊主

//<12338> 代理人
<12338> 代理人

//<12339> 微妙すぎるイケメン
<12339> 微妙すぎるイケメン

//<12340> ロリコン
<12340> ロリコン

//<12341> メガネ仲間
<12341> メガネ仲間

//<12342> 暗算日本記録保持者
<12342> 暗算日本記録保持者

//<12343> 通り魔
<12343> 通り魔

//<12344> 記憶ナシ男
<12344> 記憶ナシ男

//<12345> 音速
<12345> 音速

//<12346> 無限
<12346> 無限

//<12347> エロ侍
<12347> エロ侍

//<12348> エロエロ団ナンバー１
<12348> エロエロ団ナンバー１

//<12349> ただのエロ少年
<12349> ただのエロ少年

//<12350> ユリブサイク
<12350> ユリブサイク

//<12351> ドピュッシー
<12351> ドピュッシー

//<12352> アメリカンエロドッグ
<12352> アメリカンエロドッグ

//<12353> ゼウス
<12353> ゼウス

//<12354> HinatamarkⅡ
<12354> HinatamarkⅡ

//<12355> 糞虫
<12355> 糞虫

//<12356> 量産型Hinata
<12356> 量産型Hinata

//<12357> ？？
<12357> ？？

//<12358> 「わかってるけど…その…なんつーか…グロく弾け飛ぶのを見るなんてごめんだ!」
<12358> 「I understand, but… Umm… How should I put this…? I don't want to see her body blown up!」

//<12359> 苦しげに理由を取って付けてみる.
<12359> I tried my best to come up with an excuse.

//<12360> Yuri
<12360> Yuri

//<12361> 女生徒
<12361> 女生徒

//<12362> ？？
<12362> ？？

//<12363> 「だから,来なさいってば!」
<12363> 「That's why you should come right now!」

//<12364> Otonashi
<12364> Otonashi

//<12365> クソ坊主
<12365> クソ坊主

//<12366> 代理人
<12366> 代理人

//<12367> 微妙すぎるイケメン
<12367> 微妙すぎるイケメン

//<12368> ロリコン
<12368> ロリコン

//<12369> メガネ仲間
<12369> メガネ仲間

//<12370> 暗算日本記録保持者
<12370> 暗算日本記録保持者

//<12371> 通り魔
<12371> 通り魔

//<12372> 記憶ナシ男
<12372> 記憶ナシ男

//<12373> 音速
<12373> 音速

//<12374> 無限
<12374> 無限

//<12375> エロ侍
<12375> エロ侍

//<12376> エロエロ団ナンバー１
<12376> エロエロ団ナンバー１

//<12377> ただのエロ少年
<12377> ただのエロ少年

//<12378> ユリブサイク
<12378> ユリブサイク

//<12379> ドピュッシー
<12379> ドピュッシー

//<12380> アメリカンエロドッグ
<12380> アメリカンエロドッグ

//<12381> ゼウス
<12381> ゼウス

//<12382> HinatamarkⅡ
<12382> HinatamarkⅡ

//<12383> 糞虫
<12383> 糞虫

//<12384> 量産型Hinata
<12384> 量産型Hinata

//<12385> ？？
<12385> ？？

//<12386> (そうなるよな…わかっちゃいるけど…)
<12386> (I guess this is my only option… I had a feeling anyway…)

//<12387> Otonashi
<12387> Otonashi

//<12388> クソ坊主
<12388> クソ坊主

//<12389> 代理人
<12389> 代理人

//<12390> 微妙すぎるイケメン
<12390> 微妙すぎるイケメン

//<12391> ロリコン
<12391> ロリコン

//<12392> メガネ仲間
<12392> メガネ仲間

//<12393> 暗算日本記録保持者
<12393> 暗算日本記録保持者

//<12394> 通り魔
<12394> 通り魔

//<12395> 記憶ナシ男
<12395> 記憶ナシ男

//<12396> 音速
<12396> 音速

//<12397> 無限
<12397> 無限

//<12398> エロ侍
<12398> エロ侍

//<12399> エロエロ団ナンバー１
<12399> エロエロ団ナンバー１

//<12400> ただのエロ少年
<12400> ただのエロ少年

//<12401> ユリブサイク
<12401> ユリブサイク

//<12402> ドピュッシー
<12402> ドピュッシー

//<12403> アメリカンエロドッグ
<12403> アメリカンエロドッグ

//<12404> ゼウス
<12404> ゼウス

//<12405> HinatamarkⅡ
<12405> HinatamarkⅡ

//<12406> 糞虫
<12406> 糞虫

//<12407> 量産型Hinata
<12407> 量産型Hinata

//<12408> ？？
<12408> ？？

//<12409> 「くっ…」
<12409> 「Kuh…」

//<12410> Tenshiは俺たちの敵.
<12410> Tenshi is our enemy.

//<12411> 割り切らなくちゃいけないんだろうけどさ…
<12411> I know I shouldn't interfere, but…

//<12412> Yuriと退散する
<12412> Evacuate with Yuri

//<12413> Tenshiを庇いにいく
<12413> Protect Tenshi

//<12414> selbtn : 
<12414> selbtn : 

//<12415> ただ,そこまでしなくていいだろう.直撃だけは避けさせたい.
<12415> You don't have to go this far! I'll just protect her from a direct hit.

//<12416> 俺はTenshiを庇いに走った.
<12416> I ran towards Tenshi to hug her.

//<12417> が,途中で転ける.なぜなら足が逆だからだ!
<12417> But, I fell along the way. Why? Because my left and right leg were switched!

//<12418> 起きあがり駆けるが,途中で転ける.もちろん足が逆だからだ!
<12418> I got back up, but again, I fell down. Do I have to repeat myself? Because my left and right leg were switched!

//<12419> 俺はTenshiの元に駆ける.
<12419> I reached Tenshi's side.

//<12420> Yuri
<12420> Yuri

//<12421> 女生徒
<12421> 女生徒

//<12422> ？？
<12422> ？？

//<12423> 「ちょっと!　Otonashiくん!」
<12423> 「Hey! Otonashi-kun!」

//<12424> Guild Member B
<12424> Guild Member B

//<12425> 「いくぜ!」
<12425> 「LET'S GO!」

//<12426> Guild Member A
<12426> Guild Member A

//<12427> 「うてーーーーー!」
<12427> 「FIRE!!!!!!!」

//<12428> 後ろで発砲命令が.
<12428> An approval for firing was given.

//<12429> やべ…巻き込まれる…
<12429> Shit… It'll swallow me up as well…

//<12430> se_cannon_destruction
<12430> se_cannon_destruction

//<12431> 地鳴りと轟音.
<12431> A roar shook the ground.

//<12432> 強い風だけが体を駆け抜けていった.
<12432> A strong wind was the only thing that hit my body.

//<12433> 砂塵が去ると,大砲そのものが壊れ,ギルド員たちのほうが倒れていた.
<12433> When the dustcloud settled, I could see that the cannon was destroyed, and there were several Guild members sprawled on the ground.

//<12434> Yuriに手を引かれて,未だ倒れたままのTenshiから離れた.
<12434> Yuri pulled my hand, which allowed me to get away from Tenshi.

//<12435> Guild Member B
<12435> Guild Member B

//<12436> 「いくぜ!」
<12436> 「LET'S GO!」

//<12437> Guild Member A
<12437> Guild Member A

//<12438> 「うてーーーーー!」
<12438> 「FIRE!!!!!!!」

//<12439> Tenshiに向けて,大砲が発砲.
<12439> The cannon fired towards Tenshi.

//<12440> se_cannon_destruction
<12440> se_cannon_destruction

//<12441> 大砲そのものが爆発し,ギルド員たちのほうが吹き飛ぶ.
<12441> The cannon exploded, and the Guild members were sent flying.

//<12442> Guild Member A
<12442> Guild Member A

//<12443> 「…Che, I guess we can't make what we don't have in our memories.」
<12443> 「…Che, I guess we can't make what we don't have in our memories.」

//<12444> Yuri
<12444> Yuri

//<12445> 女生徒
<12445> 女生徒

//<12446> ？？
<12446> ？？

//<12447> 「適当に作るなあぁぁぁーーーーっっ!」
<12447> 「YOU THINK!? DON'T WING IT LIKE THAT!!」

//<12448> se_punch2
<12448> se_punch2

//<12449> Guild Member A
<12449> Guild Member A

//<12450> 「ぐふっ!」
<12450> 「Guha!」

//<12451> 倒れたギルド員にYuriが追い打ちのエルボードロップ.
<12451> Yuri gave an elbow drop to one of the collapsed Guild member.

//<12452> しかし状況は仲間割れしている場合じゃない.
<12452> But this isn't the time for allies to be fighting with each other.

//<12453> nothing
<12453> nothing

//<12454> nothing
<12454> nothing

//<12455> nothing
<12455> nothing

//<12456> nothing
<12456> nothing

//<12457> nothing
<12457> nothing

//<12458> Tenshiがようやく動き出した.
<12458> Tenshi finally started moving again.

//<12459> Guild Member B
<12459> Guild Member B

//<12460> 「Tenshiが起きるぞ!」
<12460> 「Tenshi got back up!」

//<12461> nothing
<12461> nothing

//<12462> nothing
<12462> nothing

//<12463> nothing
<12463> nothing

//<12464> nothing
<12464> nothing

//<12465> nothing
<12465> nothing

//<12466> nothing
<12466> nothing

//<12467> Chaa
<12467> Chaa

//<12468> 「これでなんとかしろ!」
<12468> 「Do something with these!」

//<12469> Chaaがギルドの入り口から顔を出し,何かを投げ入れてくる.
<12469> Chaa poked his face out from the entrance, and thew something towards us.

//<12470> ギルド員たちが,すぐそれらを拾い上げ,ピンのようなものを引き抜いた.
<12470> The Guild members picked those up, and pulled out something that looked like a pin.

//<12471> …手榴弾か!
<12471> …They're grenades!

//<12472> nothing
<12472> nothing

//<12473> nothing
<12473> nothing

//<12474> nothing
<12474> nothing

//<12475> nothing
<12475> nothing

//<12476> nothing
<12476> nothing

//<12477> 皆がそれを一斉にTenshiへ投げつけた.
<12477> They threw the grenades at Tenshi.

//<12478> nothing
<12478> nothing

//<12479> nothing
<12479> nothing

//<12480> nothing
<12480> nothing

//<12481> nothing
<12481> nothing

//<12482> nothing
<12482> nothing

//<12483> nothing
<12483> nothing

//<12484> Otonashi
<12484> Otonashi

//<12485> クソ坊主
<12485> クソ坊主

//<12486> 代理人
<12486> 代理人

//<12487> 微妙すぎるイケメン
<12487> 微妙すぎるイケメン

//<12488> ロリコン
<12488> ロリコン

//<12489> メガネ仲間
<12489> メガネ仲間

//<12490> 暗算日本記録保持者
<12490> 暗算日本記録保持者

//<12491> 通り魔
<12491> 通り魔

//<12492> 記憶ナシ男
<12492> 記憶ナシ男

//<12493> 音速
<12493> 音速

//<12494> 無限
<12494> 無限

//<12495> エロ侍
<12495> エロ侍

//<12496> エロエロ団ナンバー１
<12496> エロエロ団ナンバー１
