// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<7904> ユリブサイク
<7904> ユリブサイク

//<7905> ドピュッシー
<7905> ドピュッシー

//<7906> アメリカンエロドッグ
<7906> アメリカンエロドッグ

//<7907> ゼウス
<7907> ゼウス

//<7908> HinatamarkⅡ
<7908> HinatamarkⅡ

//<7909> 糞虫
<7909> 糞虫

//<7910> 量産型Hinata
<7910> 量産型Hinata

//<7911> ？？
<7911> ？？

//<7912> 「そうだ,Hinataっ!　図書カードありがとう!!」
<7912> 「Oh right, Hinata! Thanks for the library card!!」

//<7913> 俺はHinataに図書カードを返す。
<7913> I gave back Hinata his library card.

//<7914> nothing
<7914> nothing

//<7915> nothing
<7915> nothing

//<7916> nothing
<7916> nothing

//<7917> nothing
<7917> nothing

//<7918> nothing
<7918> nothing

//<7919> Hinata
<7919> Hinata

//<7920> 男Ｂ
<7920> 男Ｂ

//<7921> Super Horny Squad Leader
<7921> Super Horny Squad Leader

//<7922> イケチン
<7922> イケチン

//<7923> ホモ太
<7923> ホモ太

//<7924> ひなチン
<7924> ひなチン

//<7925> 秀樹
<7925> 秀樹

//<7926> 男子生徒
<7926> 男子生徒

//<7927> ？？
<7927> ？？

//<7928> 「え…?　『臓器移植症例集』?　『血液型不適合移植の新戦術』?」
<7928> 「Huh…?　『Cases of Organ Transplants』?　『A New Technique of Incompatible Blood Transplant』?」

//<7929> Otonashi
<7929> Otonashi

//<7930> クソ坊主
<7930> クソ坊主

//<7931> 代理人
<7931> 代理人

//<7932> 微妙すぎるイケメン
<7932> 微妙すぎるイケメン

//<7933> ロリコン
<7933> ロリコン

//<7934> メガネ仲間
<7934> メガネ仲間

//<7935> 暗算日本記録保持者
<7935> 暗算日本記録保持者

//<7936> 通り魔
<7936> 通り魔

//<7937> 記憶ナシ男
<7937> 記憶ナシ男

//<7938> 音速
<7938> 音速

//<7939> 無限
<7939> 無限

//<7940> Horny Samurai
<7940> Horny Samurai

//<7941> Super Horny Squad Member 1
<7941> Super Horny Squad Member 1

//<7942> Horny Boy
<7942> Horny Boy

//<7943> ユリブサイク
<7943> ユリブサイク

//<7944> ドピュッシー
<7944> ドピュッシー

//<7945> アメリカンエロドッグ
<7945> アメリカンエロドッグ

//<7946> ゼウス
<7946> ゼウス

//<7947> HinatamarkⅡ
<7947> HinatamarkⅡ

//<7948> 糞虫
<7948> 糞虫

//<7949> 量産型Hinata
<7949> 量産型Hinata

//<7950> ？？
<7950> ？？

//<7951> 「おかしいか?」
<7951> 「Is it weird?」

//<7952> 読書のおかげで気持ちが落ち着いたのか,普通に話せた。
<7952> I became a lot more calmer because I was reading books.

//<7953> nothing
<7953> nothing

//<7954> nothing
<7954> nothing

//<7955> nothing
<7955> nothing

//<7956> nothing
<7956> nothing

//<7957> nothing
<7957> nothing

//<7958> Hinata
<7958> Hinata

//<7959> 男Ｂ
<7959> 男Ｂ

//<7960> Super Horny Squad Leader
<7960> Super Horny Squad Leader

//<7961> イケチン
<7961> イケチン

//<7962> ホモ太
<7962> ホモ太

//<7963> ひなチン
<7963> ひなチン

//<7964> 秀樹
<7964> 秀樹

//<7965> 男子生徒
<7965> 男子生徒

//<7966> ？？
<7966> ？？

//<7967> 「いや…意外っつーか…単純に,そんな難しそうな本読んで楽しいのか?」
<7967> 「No… It's just unexpected… Do you like reading these difficult books?」

//<7968> Otonashi
<7968> Otonashi

//<7969> クソ坊主
<7969> クソ坊主

//<7970> 代理人
<7970> 代理人

//<7971> 微妙すぎるイケメン
<7971> 微妙すぎるイケメン

//<7972> ロリコン
<7972> ロリコン

//<7973> メガネ仲間
<7973> メガネ仲間

//<7974> 暗算日本記録保持者
<7974> 暗算日本記録保持者

//<7975> 通り魔
<7975> 通り魔

//<7976> 記憶ナシ男
<7976> 記憶ナシ男

//<7977> 音速
<7977> 音速

//<7978> 無限
<7978> 無限

//<7979> Horny Samurai
<7979> Horny Samurai

//<7980> Super Horny Squad Member 1
<7980> Super Horny Squad Member 1

//<7981> Horny Boy
<7981> Horny Boy

//<7982> ユリブサイク
<7982> ユリブサイク

//<7983> ドピュッシー
<7983> ドピュッシー

//<7984> アメリカンエロドッグ
<7984> アメリカンエロドッグ

//<7985> ゼウス
<7985> ゼウス

//<7986> HinatamarkⅡ
<7986> HinatamarkⅡ

//<7987> 糞虫
<7987> 糞虫

//<7988> 量産型Hinata
<7988> 量産型Hinata

//<7989> ？？
<7989> ？？

//<7990> 「わからない…でも,なぜか惹かれて…」
<7990> 「I don't know… But, I was charmed by it…」

//<7991> nothing
<7991> nothing

//<7992> nothing
<7992> nothing

//<7993> nothing
<7993> nothing

//<7994> nothing
<7994> nothing

//<7995> nothing
<7995> nothing

//<7996> Hinata
<7996> Hinata

//<7997> 男Ｂ
<7997> 男Ｂ

//<7998> Super Horny Squad Leader
<7998> Super Horny Squad Leader

//<7999> イケチン
<7999> イケチン

//<8000> ホモ太
<8000> ホモ太

//<8001> ひなチン
<8001> ひなチン

//<8002> 秀樹
<8002> 秀樹

//<8003> 男子生徒
<8003> 男子生徒

//<8004> ？？
<8004> ？？

//<8005> 「Horny Boy-kun used to be a genius when he was alive.」
<8005> 「Maybe our little Horny Boy-kun used to be a genius when he was alive.」

//<8006> Hinata
<8006> Hinata

//<8007> 男Ｂ
<8007> 男Ｂ

//<8008> Super Horny Squad Leader
<8008> Super Horny Squad Leader

//<8009> イケチン
<8009> イケチン

//<8010> ホモ太
<8010> ホモ太

//<8011> ひなチン
<8011> ひなチン

//<8012> 秀樹
<8012> 秀樹

//<8013> 男子生徒
<8013> 男子生徒

//<8014> ？？
<8014> ？？

//<8015> 「Super Horny Squad Member 1-kun used to be a genius when he was alive.」
<8015> 「Maybe our little Super Horny Squad Member 1-kun used to be a genius when he was alive.」

//<8016> Hinata
<8016> Hinata

//<8017> 男Ｂ
<8017> 男Ｂ

//<8018> Super Horny Squad Leader
<8018> Super Horny Squad Leader

//<8019> イケチン
<8019> イケチン

//<8020> ホモ太
<8020> ホモ太

//<8021> ひなチン
<8021> ひなチン

//<8022> 秀樹
<8022> 秀樹

//<8023> 男子生徒
<8023> 男子生徒

//<8024> ？？
<8024> ？？

//<8025> 「Horny Samurai-kun used to be a genius when he was alive.」
<8025> 「Maybe our little Horny Samurai-kun used to be a genius when he was alive.」

//<8026> Hinata
<8026> Hinata

//<8027> 男Ｂ
<8027> 男Ｂ

//<8028> Super Horny Squad Leader
<8028> Super Horny Squad Leader

//<8029> イケチン
<8029> イケチン

//<8030> ホモ太
<8030> ホモ太

//<8031> ひなチン
<8031> ひなチン

//<8032> 秀樹
<8032> 秀樹

//<8033> 男子生徒
<8033> 男子生徒

//<8034> ？？
<8034> ？？

//<8035> 「Otonashi-kun used to be a genius when he was alive.」
<8035> 「Maybe our little Otonashi-kun used to be a genius when he was alive.」

//<8036> Otonashi
<8036> Otonashi

//<8037> クソ坊主
<8037> クソ坊主

//<8038> 代理人
<8038> 代理人

//<8039> 微妙すぎるイケメン
<8039> 微妙すぎるイケメン

//<8040> ロリコン
<8040> ロリコン

//<8041> メガネ仲間
<8041> メガネ仲間

//<8042> 暗算日本記録保持者
<8042> 暗算日本記録保持者

//<8043> 通り魔
<8043> 通り魔

//<8044> 記憶ナシ男
<8044> 記憶ナシ男

//<8045> 音速
<8045> 音速

//<8046> 無限
<8046> 無限

//<8047> Horny Samurai
<8047> Horny Samurai

//<8048> Super Horny Squad Member 1
<8048> Super Horny Squad Member 1

//<8049> Horny Boy
<8049> Horny Boy

//<8050> ユリブサイク
<8050> ユリブサイク

//<8051> ドピュッシー
<8051> ドピュッシー

//<8052> アメリカンエロドッグ
<8052> アメリカンエロドッグ

//<8053> ゼウス
<8053> ゼウス

//<8054> HinatamarkⅡ
<8054> HinatamarkⅡ

//<8055> 糞虫
<8055> 糞虫

//<8056> 量産型Hinata
<8056> 量産型Hinata

//<8057> ？？
<8057> ？？

//<8058> 「ちげーよっ,まだ混乱しているだけだよっ」
<8058> 「ちげーよっ,まだ混乱しているだけだよっ」

//<8059> none
<8059> none

//<8060> bs3_
<8060> bs3_

//<8061> nothing
<8061> nothing

//<8062> nothing
<8062> nothing

//<8063> nothing
<8063> nothing

//<8064> nothing
<8064> nothing

//<8065> nothing
<8065> nothing

//<8066> nothing
<8066> nothing

//<8067> 
<8067> 

//<8068> 
<8068> 

//<8069> nothing
<8069> nothing

//<8070> Hinata
<8070> Hinata

//<8071> 男Ｂ
<8071> 男Ｂ

//<8072> Super Horny Squad Leader
<8072> Super Horny Squad Leader

//<8073> イケチン
<8073> イケチン

//<8074> ホモ太
<8074> ホモ太

//<8075> ひなチン
<8075> ひなチン

//<8076> 秀樹
<8076> 秀樹

//<8077> 男子生徒
<8077> 男子生徒

//<8078> ？？
<8078> ？？

//<8079> 「混乱してるなら,逆に読みやすい漫画を選ぶだろー!　こんな本を借りるなんて,お前の頭の良かった生前が透けて見えるぜぇーー!?」
<8079> 「混乱してるなら,逆に読みやすい漫画を選ぶだろー!　こんな本を借りるなんて,お前の頭の良かった生前が透けて見えるぜぇーー!?」

//<8080> Otonashi
<8080> Otonashi

//<8081> クソ坊主
<8081> クソ坊主

//<8082> 代理人
<8082> 代理人

//<8083> 微妙すぎるイケメン
<8083> 微妙すぎるイケメン

//<8084> ロリコン
<8084> ロリコン

//<8085> メガネ仲間
<8085> メガネ仲間

//<8086> 暗算日本記録保持者
<8086> 暗算日本記録保持者

//<8087> 通り魔
<8087> 通り魔

//<8088> 記憶ナシ男
<8088> 記憶ナシ男

//<8089> 音速
<8089> 音速

//<8090> 無限
<8090> 無限

//<8091> Horny Samurai
<8091> Horny Samurai

//<8092> Super Horny Squad Member 1
<8092> Super Horny Squad Member 1

//<8093> Horny Boy
<8093> Horny Boy

//<8094> ユリブサイク
<8094> ユリブサイク

//<8095> ドピュッシー
<8095> ドピュッシー

//<8096> アメリカンエロドッグ
<8096> アメリカンエロドッグ

//<8097> ゼウス
<8097> ゼウス

//<8098> HinatamarkⅡ
<8098> HinatamarkⅡ

//<8099> 糞虫
<8099> 糞虫

//<8100> 量産型Hinata
<8100> 量産型Hinata

//<8101> ？？
<8101> ？？

//<8102> 「だから,ちっげーよっ!!　馬鹿だったんだよ!　それで見栄を張りたくて,無意識に借りてきちゃったんだよっ!!」
<8102> 「だから,ちっげーよっ!!　馬鹿だったんだよ!　それで見栄を張りたくて,無意識に借りてきちゃったんだよっ!!」

//<8103> nothing
<8103> nothing

//<8104> nothing
<8104> nothing

//<8105> nothing
<8105> nothing

//<8106> nothing
<8106> nothing

//<8107> nothing
<8107> nothing

//<8108> Hinata
<8108> Hinata

//<8109> 男Ｂ
<8109> 男Ｂ

//<8110> Super Horny Squad Leader
<8110> Super Horny Squad Leader

//<8111> イケチン
<8111> イケチン

//<8112> ホモ太
<8112> ホモ太

//<8113> ひなチン
<8113> ひなチン

//<8114> 秀樹
<8114> 秀樹

//<8115> 男子生徒
<8115> 男子生徒

//<8116> ？？
<8116> ？？

//<8117> 「謙遜すんなって!　記憶を取り戻したら,俺なんて低レベルな馬鹿話にも付き合ってもらえねーんだろーなぁーー!」
<8117> 「謙遜すんなって!　記憶を取り戻したら,俺なんて低レベルな馬鹿話にも付き合ってもらえねーんだろーなぁーー!」

//<8118> Otonashi
<8118> Otonashi

//<8119> クソ坊主
<8119> クソ坊主

//<8120> 代理人
<8120> 代理人

//<8121> 微妙すぎるイケメン
<8121> 微妙すぎるイケメン

//<8122> ロリコン
<8122> ロリコン

//<8123> メガネ仲間
<8123> メガネ仲間

//<8124> 暗算日本記録保持者
<8124> 暗算日本記録保持者

//<8125> 通り魔
<8125> 通り魔

//<8126> 記憶ナシ男
<8126> 記憶ナシ男

//<8127> 音速
<8127> 音速

//<8128> 無限
<8128> 無限

//<8129> Horny Samurai
<8129> Horny Samurai

//<8130> Super Horny Squad Member 1
<8130> Super Horny Squad Member 1

//<8131> Horny Boy
<8131> Horny Boy

//<8132> ユリブサイク
<8132> ユリブサイク

//<8133> ドピュッシー
<8133> ドピュッシー

//<8134> アメリカンエロドッグ
<8134> アメリカンエロドッグ

//<8135> ゼウス
<8135> ゼウス

//<8136> HinatamarkⅡ
<8136> HinatamarkⅡ

//<8137> 糞虫
<8137> 糞虫

//<8138> 量産型Hinata
<8138> 量産型Hinata

//<8139> ？？
<8139> ？？

//<8140> 「どんな記憶でも,馬鹿話には付き合うっての!　何も変わりはしねーよっ!」
<8140> 「どんな記憶でも,馬鹿話には付き合うっての!　何も変わりはしねーよっ!」

//<8141> nothing
<8141> nothing

//<8142> nothing
<8142> nothing

//<8143> nothing
<8143> nothing

//<8144> nothing
<8144> nothing

//<8145> nothing
<8145> nothing

//<8146> Hinata
<8146> Hinata

//<8147> 男Ｂ
<8147> 男Ｂ

//<8148> Super Horny Squad Leader
<8148> Super Horny Squad Leader

//<8149> イケチン
<8149> イケチン

//<8150> ホモ太
<8150> ホモ太

//<8151> ひなチン
<8151> ひなチン

//<8152> 秀樹
<8152> 秀樹

//<8153> 男子生徒
<8153> 男子生徒

//<8154> ？？
<8154> ？？

//<8155> 「本当かぁー?　信じちゃうぜぇーー?」
<8155> 「本当かぁー?　信じちゃうぜぇーー?」

//<8156> Otonashi
<8156> Otonashi

//<8157> クソ坊主
<8157> クソ坊主

//<8158> 代理人
<8158> 代理人

//<8159> 微妙すぎるイケメン
<8159> 微妙すぎるイケメン

//<8160> ロリコン
<8160> ロリコン

//<8161> メガネ仲間
<8161> メガネ仲間

//<8162> 暗算日本記録保持者
<8162> 暗算日本記録保持者

//<8163> 通り魔
<8163> 通り魔

//<8164> 記憶ナシ男
<8164> 記憶ナシ男

//<8165> 音速
<8165> 音速

//<8166> 無限
<8166> 無限

//<8167> Horny Samurai
<8167> Horny Samurai

//<8168> Super Horny Squad Member 1
<8168> Super Horny Squad Member 1

//<8169> Horny Boy
<8169> Horny Boy

//<8170> ユリブサイク
<8170> ユリブサイク

//<8171> ドピュッシー
<8171> ドピュッシー

//<8172> アメリカンエロドッグ
<8172> アメリカンエロドッグ

//<8173> ゼウス
<8173> ゼウス

//<8174> HinatamarkⅡ
<8174> HinatamarkⅡ

//<8175> 糞虫
<8175> 糞虫

//<8176> 量産型Hinata
<8176> 量産型Hinata

//<8177> ？？
<8177> ？？

//<8178> 「信じてくれよぉーー!!　今日までに築いてきた絆は一生消えねーっての!」
<8178> 「信じてくれよぉーー!!　今日までに築いてきた絆は一生消えねーっての!」

//<8179> nothing
<8179> nothing

//<8180> nothing
<8180> nothing

//<8181> nothing
<8181> nothing

//<8182> nothing
<8182> nothing

//<8183> nothing
<8183> nothing

//<8184> Hinata
<8184> Hinata

//<8185> 男Ｂ
<8185> 男Ｂ

//<8186> Super Horny Squad Leader
<8186> Super Horny Squad Leader

//<8187> イケチン
<8187> イケチン

//<8188> ホモ太
<8188> ホモ太

//<8189> ひなチン
<8189> ひなチン

//<8190> 秀樹
<8190> 秀樹

//<8191> 男子生徒
<8191> 男子生徒

//<8192> ？？
<8192> ？？

//<8193> 「その一生はすでに終わってるけどなーー!!」
<8193> 「その一生はすでに終わってるけどなーー!!」

//<8194> Otonashi
<8194> Otonashi

//<8195> クソ坊主
<8195> クソ坊主

//<8196> 代理人
<8196> 代理人

//<8197> 微妙すぎるイケメン
<8197> 微妙すぎるイケメン

//<8198> ロリコン
<8198> ロリコン

//<8199> メガネ仲間
<8199> メガネ仲間

//<8200> 暗算日本記録保持者
<8200> 暗算日本記録保持者

//<8201> 通り魔
<8201> 通り魔

//<8202> 記憶ナシ男
<8202> 記憶ナシ男

//<8203> 音速
<8203> 音速

//<8204> 無限
<8204> 無限

//<8205> Horny Samurai
<8205> Horny Samurai

//<8206> Super Horny Squad Member 1
<8206> Super Horny Squad Member 1

//<8207> Horny Boy
<8207> Horny Boy

//<8208> ユリブサイク
<8208> ユリブサイク

//<8209> ドピュッシー
<8209> ドピュッシー

//<8210> アメリカンエロドッグ
<8210> アメリカンエロドッグ

//<8211> ゼウス
<8211> ゼウス

//<8212> HinatamarkⅡ
<8212> HinatamarkⅡ

//<8213> 糞虫
<8213> 糞虫

//<8214> 量産型Hinata
<8214> 量産型Hinata

//<8215> ？？
<8215> ？？

//<8216> 「はっ,その通りだった!　俺としたことがーー!!」
<8216> 「はっ,その通りだった!　俺としたことがーー!!」
